Content,Date
"Hay más historia dentro de este museo que en el propio Egipto y otros países. Las expropiación de riquezas es increíble. Si quieres conocer mundo en un sólo día, éste es tu sitio, aunque es una pena no poder ver todo esto insitu. Las entradas son gratuitas, debes reservarlas a través de la web, así que recomiendo la visita del 100%. Yo lo hice de manera muy organizada porque contaba con menos de 2 horas, pero recomiendo 4, 5 horas...",2023-01-05
"My husband and I love the British Museum. But when we arrived the queue was enormous. We are both in our mid seventies and there was no way we were standing in a extremely long queue. So gave up and walked down to Trafalgar Square to the National Gallery, then lunch in St Martins in the Field, followed by a walk to Buck House. I'm not sure if you can buy timed tickets but I would certainly check that out before trying to visit again.",2023-01-07
"El museo es muy recomendable para ver todo lo que los ingleses se han traído de otros países, y sobre todo de Egipto.  Destacar la piedra Roseta y momias varias.  Eso sí, esas salas suelen estar llenas de gente y hay mucho más que ver.La visita es gratuita. Nosotros reservamos la entrada por su web, y al llegar nadie nos pidió nada.Recomendación: hay salas increíbles, piérdete por ellas y lo disfrutarás mucho más.",2023-01-06
"Great collection of artefacts. I highly recommend joining a free walking tour because it really helps to focus on the key exhibits. Worth buying a ticket for a specific timeslot as security queues can be really long during the weekend. Also bear in mind that  there are 2 entrances, the Main entrance has a massive queue for security checks, however northern Entrance queue can be much shorter.",2023-01-06
"Es impresionante el volumen expuesto. Tienen muchísimo material de diferentes culturas y civilizaciones antiguas. Personalmente, destacaría lo impactante que es la parte de Egipto, y también de Grecia, así como la temporal de Japón. El hecho de que la entrada sea gratuita es genial. Lo malo es que suele estar demasiado masificado, pero aún así, creo que es un imprescindible de Londres.",2023-01-01
"Uno de los museos más famosos de Europa y del mundo. Es impresionante desde que uno ingresa, la cantidad de cultura e historia que hay en su interior es tremenda.Lo bueno: la enorme amplitud de piezas que se pueden ver. El acceso no es complicado si a uno le gusta caminar. Sus salas son amplias. Es gratis.Lo malo: cierra temprano, solo por buscarle algún punto negativo.",2023-01-05
"The British Museum is the oldest museum in the world, they have a lot of items in their collection. The most famous one is probably the Egyptian collection. They have pieces of incredible value, like the Rosetta stone and the Younger Memnon. The other collections are also very interesting, although the Americas exhibitions were closed so I didn't get to see those.",2023-01-06
"Great educational experience, the museum is honestly so huge that it could be a full day experience. I was a little disappointed the app was all pay per section, there was only 1 free audio guide. I suppose that comes at the cost of free admission. I do recommend getting a timed ticket which will cut down on the time spent in line getting in.",2023-01-03
"One of the best museums in the world.  Egyptian collection very complete with the Rosetta Stone as rock star, lots of very interesting mummies, statues,  and many artifacts..... and just talking about one collection. There are many other collections in there. The bookstore is awesome.  Visiting this museum is mandatory if you go to London.",2023-01-07
The staple of museums in London in terms of collections and size. The only hitch for me was it was very crowded in every section (even if the museum was really hugee) and also they closed some of the sections which are very interesting for me (the greek section) but other than that it was a marvelous visit,2023-01-03
"Despite a good amount of the antiquities was stolen from their original countries in the past, it’s an amazing place to visit!The display is exceptional!The antiquities are taken care of professionally.A must visit for sure!Oh and one more thing, no tickets, entry is free, but you can donate if you like.",2023-01-06
"Te recomiendo reservar tus tickets con antelación por internet, es sencillo y gratis. Yo reserve a las 10 de la mañana y 15 minutos antes no había apenas gente (por la puerta de atrás), la gente se acumula en la principal, mi consejo es que entres por la parte de atrás es más rápido y hay menos cola.",2023-01-07
"Most knowledgeable. If you even remember your school studies it will virtually takes you to the great imagination of ancient civilizations like Aztec , Mayan , Egyptian,Roman , Hindu etc. I feel I should visit several times to unearth this hidden treasure. This museum is outstanding 👍👍👍👍👍",2023-01-07
"There's no need to rate it, of course it's amazing. free? ! I was surprised by that (donations are collected, so I put a considerable amount in the box)The gift shop is large but mainly sells books. I had high expectations, but I was disappointed that I couldn't find what I wanted to buy.",2023-01-03
"When in with the perception of "" stolen goods"" , but it was nice to see so many people reading about  Indian things and being curious about it.I thought they probably would never get an opportunity to go to India. Maybe this tiny exposure might be there chance to see our stolen goods.",2023-01-02
"Beautiful tourist attraction. Most of the rooms are free. You’ll need a good 4 hours minimum to explore the museum. Loads of things to see.. Ancient Egypt is marvellous with the Mummy view. Africa section is a must see, Yoruba and Benin history. The museum is satisfactory..",2023-01-01
"Immenso, spettacolare, reperti da tutto il mondo. Forse tra le collezioni più complete esposte in un museo. Impossibile da visitare tutto in un giorno per quanto è grande. Ma il fatto che i musei a Londra sono gratis invoglia a fare un altra visita. Assolutamente da vedere",2023-01-07
"It's very nice. It has many things and exhibitions from all over the world. Inside is the rosette stone.The entrance is very beautiful architecturally, and the visit is also free.I'm not one to go to museums too much, but I really liked this one and I recommend it.",2023-01-02
Can spend multiple days in the British Museum and still not finish looking at artifacts. The Egypt and Assyria collections are incredible. Recommend coming in when the museum opens to enjoy some time before the big afternoon crowds. Need multiple days to enjoy it.,2023-01-07
"Haven't been for nearly 40 years, but wow!  One of those places that just take your breath away.   Only had time to see the Rosetta Stone and the Elgin Marbles, both with a short guided talk.  You need a day, or ideally a few, to really take it all in.",2023-01-05
It’s a must see for anyone visiting. Free entry and if there is no queue you get in almost instantly. It’s full of tourists but that also a vibe … people from all over the world. You get to explore many continents in one place … interesting experience,2023-01-07
"If you can visit only one museum in your lifetime, it has to be this one! Visited three times now and always see something new and do a different wing. Has a very good and very wide range of collections. And always a bonus that it is free!",2023-01-06
"Very beautiful museum and highly recommended to visit. Many ancient pieces from all over the world are  placed in spirated places for each civilization. Whatever your country is, you can find a piece from your civilization in this museum.",2023-01-05
"Отличное место для посещения как одному, так и с друзьями или семьёй. Множество выставочных залов, кафе, сувенирный магазин, бесплатный WiFi.Вход бесплатный.Советую по возможности оставить на музей целый день, если хотите посмотреть все.",2023-01-04
"Entrada gratuíta, fantastico museo, dos impresiones, de un lado, muchos elementos debian estar en sus lugares de origen, de otro lado, mucha riqueza cultural, bien organizada y asombrosamente conservada. Lugar obligado para visitar.",2023-01-07
"La colección más impresionante que he visto en mi vida. Me alegra que hace años las personas no tuvieran escrúpulos a la hora de saquear a otras civilizaciones. Así tenemos un pedacito de Egipto, Japón o Grecia en un mismo lugar.",2023-01-03
"A must-visit place in London, big enough to visit again and againIt is recommended to go early in the morning and bring light food and water for lunch. Although there is a sales department in the museum, the prices are not cheap.",2023-01-06
Merveilleux musée ! J’aime particulièrement laGalerie des Lumières (enlightenement) dans l’ancienne bibliothèque du roi George.Un musée à l’ancienne avec une accumulation de chefs-d’œuvre. En plus tout cela est gratuit !,2023-01-07
"Lugar muy concurrido, amplio con muchas instalaciones, es gratis pero se puede dejar propina si lo deseas, no ir con mochila y no llevar objetos cortopunzantes ni nada parecido ya que te revisan la mochila en la entrada",2023-01-07
"Ett fint museum med mange avdelinger som er stort og åpent.Gratis inngang,  litt kø eneste i sikkerhets kontrollen.Greit å planlegge hva du ønsker å se slik du får mest ut av timene der.Anbefaler egyptisk avdelig.",2023-01-05
"You can enter for free.There will be a simple baggage inspection before entering the facility.The inside is very spacious, so researching what you want to see in advance will help you get around more efficiently.",2023-01-07
"A magnificent museum with history from the world civilization.  From old history books to Egyptian mummy's, mosaic,  cuneiform stone engravings, weapons, and much more. You need more than a day to go through all.",2023-01-07
I have been here several times in the past and will come back again. Looking around at all the artefacts on display really helps bring history to life. Is time enjoyed looking around the Egyptian exhibition.,2023-01-01
"It's always amazing to wander around British museum and get lost among different civilisations, history, culture. At times it can be overwhelming because of all the crowd but I definitely recommend visiting.",2023-01-07
"Excellent museum with an incredible number of artifacts on display. This museum is a ""must visit"" on your trip to London. You can easily spend hours here. The Rosetta Stone was very impressive to see.",2023-01-04
I actually used to volunteer at the BM in 2000 AD before working as a Professional Archaeologist. I attended recently to reacquaint myself and share my knowledge with a friend interested in museums.,2023-01-05
"Huge place, huge amount of collections. For those interested in history, one visit is definitely not enough.The downside - crowds of people and loud noise, well everyone wants to see these wonders.",2023-01-06
I found the souvenirs shop more interesting than the museum itself 😅 You can download an audio app but there aren't that many things to listen to...there are more things to read than to listen to~,2023-01-07
"There are so many people gathered around the Rosetta Stone that it is difficult to take a calm look at it.Because there are few Japanese tourists, there are no audio guides available in Japanese.",2023-01-03
"Controversial and popular with the memes, but one just can’t deny the plethora of cultural significance that the British Museum holds. Several visits and always something new to be impressed by.",2023-01-04
"A must visit for anyone who is interested in history. It's huge, really huge. So, if you plan on taking your time observing every culture and history, it will probably takes you multiple visits",2023-01-07
Very nice museum it’s huge and beautiful. The fact that is free it’s a great benefit for tourists. You’ll need at least 2 -3 hours to really enjoy the galleries. Definitely I will comeback,2023-01-07
Its free of cost to visit and we can spend more than 4 hours exploring different sections of the museum. Its wonderfully seggregated and the history of each section is explained so well,2023-01-07
"전시물들이 잘 정리되어 전시되었으며, 편리하게 관람할 수 있게 구조적으로 잘 설께된 것 같음. 런던을 방문하면 한번쯤은 꼭 와보면 좋을 곳이라고 생각합니다. 그리고 주변에 런던 대학과 공원도 있어서 다양한 볼거리도 많습니다. 트라팔가 광장과도 가까워서, 저녁에 뮤지컬 한편을 보는거도 강추합니다. ^^",2023-01-07
"If u are a history buff,this is the place to be. Artifacts from over the world are present here. But, it's too big to cover in a day,so choose what u want to c first.",2023-01-05
Beside the famous large exhibits the museum features a huge mass of smaller ones from all of humans history. You can spend hours over hours to appreciate them all.,2023-01-04
This a great budget-friendly experience. One tip that I have is getting the audio tours from the app. to enjoy a guided experience for some of the exhibitions.,2023-01-05
"You could spend all day here, it’s clean and so much to see. It’s free entry, please donate what you can afford as it can go towards maintaining the museum.",2023-01-08
見るべき物が多過ぎて時間がいくらあっても足りません。1日中見て歩いても良い位です。予め予備知識を持って見た方が効率的です。初めてだと展示場所が分かり難いので、右往左往するばかりとなります。休憩場所があり、適度に休みながら見学してください。入場料金は無料なのでじっくりと見学するのが良いと思います。,2023-01-04
Impactante colección. La curatoría quedó un poco atrás en comparación a otros museos de Europa ( Louvre por ejemplo). Mucha gente el fin de semana.,2023-01-06
"Museu bastante grande que não tive oportunidade de ver todo. A entrada, mesmo sem bilhete foi rápida. Quem tem crianças de carrinho passa à frente.",2023-01-07
"So crowded, no ventilation or air con in the unbearable “summer”( September even!!) heat..pity, as the collection of global history is impressive.",2023-01-05
We had a booked timeslot so went right in but there's no need to book if you don't mind a short wait in the queue. Avoid busier times if you can.,2023-01-07
Excelente guía London Tour en español Belén. Nos oriento para ir viendo lo más importante. Mucha gente pero se puede ver todo lo que uno quiere.,2023-01-05
"Très beau musée avec de fréquentes expositions, l’architecture est impressionnante. Je conseille de reserver en ligne vos billets avant de venir",2023-01-07
"Favoloso, devo fare un appunto, non ho capito il criterio di esposizione, mi è sembrato un poco confusionario, magari sono io che non capito",2023-01-07
"Excellent, mind blowing place, friendly, helpful and approachable staff. Needs two days to appreciate the exhibits. Can't wait to go back.",2023-01-07
Massive range of things to look at!  Absolutely to think humans made all those things! I highly recommend coming if you have some time!!,2023-01-01
Free but over crowded also should ban phones too many people crowding artifacts. Oh not to mention the theft of other countries history,2023-01-07
"A voir absolument ! Ce musée est impressionnant par sa grandeur, sa diversité et la richesse artistique et culturelle de son contenu.",2023-01-05
"You can see amazing historical objects here, some of which should be returned to their country of origin, like the Rosetta Stone.",2023-01-05
Creo que todo el mundo excepto los británicos estamos de acuerdo en que cada pieza debería estar expuesta en su lugar de origen.,2023-01-07
No trip to London would be complete without visiting some of the greatest treasures to humanity contained at the British Museum,2023-01-07
"So much history, I could've spent longer round it but it was closing. Free admission makes for a great cheap day out in London",2023-01-06
"Krasa strida nadheru 😍 vstup je zdarma. U nektetych exponatu je trochu vice lidi, ale jinak je to tu moc krasne. Doporucuji",2023-01-01
The best museum ever and free. Paying 5 pounds for the full app is the best investment if you want to have an audio guide.,2023-01-07
Perfect. A museum that every person who goes to London must see.You come out very interesting and filled with information.,2023-01-08
Great selection of various artifacts from all over the world. Well described and spacious. Entry is free. Can recommend.,2023-01-06
"Very cool place to visit, but very busy today with school trips.   Wasn't hard to get around them and have a good visit.",2023-01-07
"We went to see the Chinese exhibition with the family. It was really nice, very informative for adults and the kids.",2023-01-08
"La entrada es gratuita. Ya solo entrar tienes Egipto, Grecia y Roma. Te puedes echar el día entero y no verlo todo.",2023-01-05
Well it was not that crowded and we went very easily inside and u can get to see a lot of stuff from ancient times.,2023-01-06
Großartiges Museum für eine Zeitreise in die Vergangenheit. Es gibt viel zu entdecken. Der Eintritt ist kostenlos.,2023-01-08
Very excited to be able to have come back after over 45 years it is a great experience for anyone visiting London,2023-01-03
Wooo el sueño de cualquier persona que le guste viajar al pasado y aprender  al mismo tiempo todas las culturas .,2023-01-07
Impressionant museu gratuït amb història antiga de totes les cultures amb peces originals de totes les cultures.,2023-01-04
Man wird von der Menge der Artefakte fast erschlagen. Die bräuchten Mal die Baerbock damit es wieder leerer wird,2023-01-06
"You don't need to travel all over the world to experience faravay places and culutres, because you got it here!",2023-01-05
The security guards are on power trips here especially those walking the exterior ground within the gates area,2023-01-05
"Bellissima come sempre, peccato che diverse parti erano chiuse e non abbiamo potuto visitare diverse sezioni",2023-01-02
"It takes a whole day to absorb things, too much information and good stuffs to behold. Loved the Old clocks",2023-01-03
"Impresiona desde fuera, y dentro más. Cualquier galería está muy bien, aunque la más llena es la de Egipto.",2023-01-05
"Swietne miejsce do spedzenia calego dnia. Mnostwo eksponatow egipskich, japonskich, greckich i rzymskich :)",2023-01-07
The crowds were beyond belief making it impossible to spend time in the museum. It will be my last visit!,2023-01-04
Best location in London. Loved the top restaurant.Best afternoon tea I've experiencedA must see and dine,2023-01-06
Great museum to lose a few hours in walking  through history.  Don't forget to see the Rosetta stone!,2023-01-05
Everything was great except public toilets! They have to increase the cleaning and hygiene standards.,2023-01-05
Bardzo dużo dużo zróżnicowanie ciekawych wystaw z różnych epok i części świata. Parę godzin oglądania,2023-01-07
"Prepare to spend the whole day here. I spent three hours there, and had only visited room 33 and 33b.",2023-01-08
No AC the place was crowded poorly ventilated and limited access to upper floors via small elevators,2023-01-05
