Content,Date
"4 hours delay, and on the plane no fuel, no flight attendent so we had to wait another hour. It as a New York/LA lol. Supposed to arrive at 1pm but it’s more 5pm. Great for plans!",2023-01-06
Am 17. November 2022 von Frankfurt nach Chicago geflogen. Das Personal absolut unfreundlich. Ein Auftreten was für Flugbegleiter beschämend sein sollte.Leider geht nicht weniger als 1 Stern,2023-01-07
"I will never fly united again. The lie, leave you strandad, and cause you to spend $$$$ at other airlines to fix their mistakes. All with never reimbursing anything they promised they would.",2023-01-05
Ich habe extra united airlines gebucht und fliege nun aller Voraussicht nach mit Lufthansa nach LA. Eine Unverschämtheit. Mit Grauen denke ich an den Service und die Bestuhlung bei Lufthansa.,2023-01-07
This company is a rip off. Roundtrip Flight from toronto to Reno. Total travel time 42 hrs (normally 5) Made me pay for my own hotel when flight had a bird strike. Would never fly United again.,2023-01-07
"Trip to Germany, Italy and France had me flying United/Lufthansa multiple  flights. Comfortable, timely, and decent meals are what make me say I’ll fly United on my next trip. And NO lost luggage.",2023-01-08
Anschlussflüge nicht erreichbar aufgrund hoher Verspätungen. Customer Service maßlos überfordert und Inkompetenz - stundenlanges Warten ohne vernünftige Informationen. Man braucht viel Zeit und Geduld.,2023-01-05
Called and only reached inexperienced out of country people.  I will not use United again.  I cannot waste my time with an airline or any other service when I am limited to speaking to inexperienced people.,2023-01-07
"I needed to change the dates of my outgoing flight at short notice. Customer service on the phone could not have been more helpful. Very knowledgeable, polite and speedy. Looking forward to my flights with United.",2023-01-07
Most horrible experience with United. I only book on this airline because my flight was supposed to get in at a decent time of 2pm. It’s be canceled 3 times in one afternoon/evening. Never will I ever use the again,2023-01-07
"Kan ikke finde ud af at få ens bagage med om bord på flyet. Selv når det bliver checket in 4 timer før flyet. En ekstra 30 min forsinkelse...Det er en omer, måske man skulle overvejer at få udskiftet noget personale",2023-01-06
"No information on fee for cancelling my flight. Chat function requiring me to login again in a separate window, and then not loading after I do. Called, could not get a person. They offered to text me, over 1 hour ago.",2023-01-07
"Really, no carry on bag in basic economy?  Also trying to get my rewards program username and password after retiring and not having my work e-mail anymore.  25 minute wait time to speak to an agent on a Monday at 2 p.m.",2023-01-08
Terrible airline.  Used to fly them a lot. Thought I would try them again due to a lot less $$$ in Polaris from Newark to Amsterdam than Delta/KLM. Everything about United is second rate. Worst airline flown in many years.,2023-01-07
I bought a ticket and I got confirmation and I went to the airport my reservation was not found. They canceled my reservation without my knowledge and made me buy a new ticket for triple price. The flight was not even full.,2023-01-08
Horrible Horrible!!!! why outsource your customer service to India????? When you say rude as hell and unprofessional all tied up in a pile of crap. If I didn't have my flight credits lord knows I wouldn't fly with united....,2023-01-05
"Flight attendants were rude. Lost one of my suitcases and after finally getting it 5 days later, personal items were missing. They make their claim form so ridiculously difficult, it was easier to cut my losses than go thru that.",2023-01-04
"Incredibly poor airline, significant delay, and then insisted all baggage be checked resulting in missed connections staff wouldn’t answer any questions or consider that insisting on booking the bag would result in a missed connection",2023-01-06
"Ich hatte wegen der viel zu starken Klima extrem Kopfschmerzen. Immerhin ist das Personal nett und hatte Aspirin. Generell war es im Flugzeug viel zu kalt, sodass jeder eine Jacke/Pulli und/oder Decke verwendet hat. Einfach unangenehm.",2023-01-02
"4 out of the last 8 flights delayed, last one 7 hours delayed, horrible operations manager at Newark, employees very inexperienced and some quite rude!! Going down United!!!Not what it use to be, probably bad and incompetent leadership!!!",2023-01-07
"Volo Londra-NY.Aereo con sufficiente spazio per le gambe (anche per mio marito di 192 cm), cibo a bordo buono (per essere un pranzo in volo), dotazioni per il lungo viaggio (coperta e cuscino supporto per il collo) comode e utili.Buon volo!",2023-01-03
"Total disaster. My flight was continually delayed and at the end cancelled. This led to me losing my connection and “sleeping” at the airport. No refunds, no hotel, nothing.And then, when I made it, the flight was overbooked.Avoid at all costs",2023-01-04
"United Airlines cares 0% about customer experience and customer service. I booked a business class trip to Europe. No food, no entry to the Polaris lounge, no priority checking, just very rude people working for United.Just horrible experience.",2023-01-07
"Koffer war während 2wöchigem Urlaub unauffindbar; Erstattung der verauslagten Kosten nach unzähligen Chats, Emails und Einschaltung der Schlichtungsstelle SÖP erst nach 10 (in Worten: ZEHN) Monaten ohne jegliche Stellungnahme oder Entschuldigung",2023-01-05
Never fly with them again ruined our anniversary plans to New York delayed flights then diverted to Shannon for overnight stay then delayed leaving Shannon missed day and a half of our anniversary no compensation absolute joke don't fly with them,2023-01-07
"I wish to thank Eddie, in bagtrack! Who took the time to find my bag. He discovered that I had been given an incorrect file reference number.Once the correct file reference was entered my bag was found and delivered the next day!THANK YOU, EDDIE!",2023-01-07
"Lousy service. You can never reach United on the phone, because they have no CallCenter or telephone number anywhere published. Finally,  called the airport where I had to BBC wait for twenty minutes before being connected to someone. Never again",2023-01-08
spent 24 hrs trying to book online called them got transferred from one department to another and no one to talk too to sort things out. THIS IS THE WORST ONLINE AND GOING PERSUADE EVERONE AGAINST BOOKING THROUGH YOU. THIS AIRLINE IS WORTH ZERO STARS,2023-01-01
"This company has no integrity whatsoever. Cheating. had to overpay for tickets 3 times as original pricing ""did not go through"" Customer service was not helpful. These scumbacks even charged me extra $50 for the new reservation as ""booking agent fee""",2023-01-07
I booked a flight and paid to upgrade to economy plus for $194. My ticket said “basic economy” so I complained at the gate and showed them the receipt. The United agent refused to help me and told me we would be served like a basic economy passenger.,2023-01-07
"My luggage got lost back in July 2022, was delivered to a wrong address in August 2022 and now (February 2023) they still haven’t made any effort to solve the problem. Called the customer service dozens of times but all they say is they can’t help me.",2023-01-07
"Absolute nightmare! The staff treats you horribly, they dont care about the customer, they mislead you with wrong information. We missed our connecting flights twice because both of their flights were delayed. I will never book a flight with them again!",2023-01-07
"Alles super. Sehr freundlich, viel zu essen und trinken. Meine Gitarre hatte nicht in die overhead bin gepasst und wurde trotzdem im Flugzeug verstaut und nicht eingecheckt. Allgemein wurde Handgepäck sehr wohlwollend zu Gunsten der Fluggäste durchgelassen.",2023-01-07
Bought an international business class ticket with a local connection first. Was denied entry to the lounge because the international leg was with a partner airline. The boarding pass for the international flight was a united one. Will NEVER fly united again.,2023-01-08
UA960 flight got delayed more than 4.5 hours at Newark on 17December 22 Making my freshman kid loose connecting flight in Frankfurt. Poor communication and facilities provided in case of delays. Never to fly United or American or Delta for international routes.,2023-01-07
do you like music blasted in the plane for a 10 pm flight? do you like your flight to be delayed because the catering company was late getting first class their food? fly with united for a headache before you leave the ground and an extra hour sitting in the plane.,2023-01-07
I flew first class and was so thankful. 3 flights in a day snd 3 flights home. The service was exceptional and my flights were on time and drama free. Just the way I like it. United did an awesome job and that’s the reason I try to fly with them as much as possible.,2023-01-08
What to write about this airline I feel bad to write a review when everyone has told the real story about this organisation. They should be banned and boycotted. Horrible airline to fly please ignore them if you can as they we have faced ignorant and racist behaviour,2023-01-02
"Me perdieron la maleta en un vuelo Zurich-Chicago y la atención fie excelente por parte de todo el personal. Estuvw un par de días sin maleta por lo que me dijeronnque comprara lo que necesitara y que guardase lo tiquets, así lo hice y me pagaron lo que tuve que comprar.",2023-01-03
"Ayant été pris dans les travaux près de Zaventem, je suis arrivé en retard et j’ai loupé mon vol pour Newark, la personne responsable de chez United a fait preuve de compassion et de compréhension et m’a proposé un autre vol dans la foulée sans supplément. Service au top!",2023-01-05
"My experience was much better than I tought. Paris to New Orleans and return - no missed connecting flights, no late flight. I really thought they would give me a hard time (carry-on, seats all over the plane for my family ) because I flew basic economy but it didnt happen",2023-01-06
"At the very last minute, United changed our flight times I'm the evening from 9:40 pm to 11:40 pm and said it is for maintenance. We also had to change gates and take a shuttle to the gate they set up from the delay. We paid for these tickets well over 6 months ago. It's ridiculous.",2023-01-05
Had a round trip flight from Spokane to Nashville.Both ways we had delays the first made me miss my connecting  flight. Then they have no contact payment for inflight drinks/snacks but you need wifi to use the app. Soo if you want to get drinks or snacks you have to buy wifi access.,2023-01-07
"Flight from Edinburgh to Chicago cancelled on July 1st, flew out 28 hours later.  Numerous messages on the app, DMs on twitter, emails trying to get compensation.  The story from United changed constantly.  The latest is that I’ll get ‘resolution’ on approx December 14th.Disgraceful.",2023-01-03
"Har nu to gange betalt for flyrejse, hvor betaling er godkendt via NemID, men når jeg vender tilbage til deres hjemmeside får jeg meddelelse om at transaktion er mislykkedes, prøv igen senere. Betalinger er ikke trukket fra min konto, men fremstår som “venter” på min Masterkort konto",2023-01-07
"Hi, I booked an isle seat via Lufthansa and the flight was carried out by United. But when I checked in, it was not possible to get it. The quality of food and beverage in Premium Economy is not worth to spend extra money compared to economy. Not comparable to Lufthansa Premium Economy.",2023-01-06
Unbelievably poor. From paying for seat selection that I was then denied for half the flights to rude staff who were completely indifferent to our situation when there were delays in passport control and we missed our connecting flights. Would never recommend nor use again if at all possible.,2023-01-06
Bin mehrfach in meinem Leben in die USA geflogen und oft mit United. 2022 bin ich 2 x mal mit United Airlines geflogen und war jedes mal sehr sehr zufrieden. Lufthansa im Vergleich ist viel viel schlechter von der Qualität der Flugzeuge und dem Service onboard. Werde immer wieder United buchen.,2023-01-07
Will never book United again. You're being punished for booking Economy. My flight is at 6.15 AM in the morning and this company won't let me check in online because I'm not checking a bag. You know how that looks United. It looks like you don't trust your customers. I WILL NEVER BOOK UNITED AGAIN!,2023-01-05
"Ich hatte economy plus,wurde einfach invdie Eco Notausstiegvumgebucht. Durchgesessenen Sitz für Langstrecke Newark/Berlin. Danke United für die Unzuverlässigkeit. Bei einer Europäischen Airline hätten sie Ärger. Das ist nicht das was vereinbart und teuer gekauft  wurde.  Das war der letzte United Flug..",2023-01-05
"Although I'm fully aware that I purchased economy tickets, United airlines whated me to pay €600 to cancel my flights in order to request a refund on a €980 ticket.. And also could not guaranteee a refund on either payments..Lovely Airline... Will not be booking with these people again.. Stay well clear...",2023-01-07
"Was denied boarding my flight from Chicago to Toronto, because the ticket had not been properly issued (computer glitch). As a result, was forcefully rebooked on an alternative flight 2 days later (after standing in a queue for 2h). Waiting to this day for reimbursement of the extra hotel costs in Chicago.",2023-01-07
"Der Hinflug am 16.05. von MUC nach EWR hatte 5 Stunden Verspätung. Ich habe direkt eine Entschädigung eingefordert, trotzdem hat es bis heute (09.06.2023!!) gedauert, bis das Geld auf meinem Konto war. In der Zwischenzeit musste ich ständig per Mail nachfragen und irgendwelche unsinnigen Formulare ausfüllen.",2023-01-04
"Des voleurs!! Ne prenez jamais des billets avec cette compagnie. Ils ont annulé mon billet avion retour sans nous prevenir. Quand je les ai appelé, ils ont juste dit que je devais prendre un autre billet à mes frais. Voleurs! Service client incompétent et inutile. Ne faites pas affaire avec cette compagnie!!",2023-01-04
"UA Brussels to Newark Here we are all , waiting at the gate on time departure ready to go.Only for it to be announced the entire crew is late !!! And we will be 20 to 30 mins late departure, because the crew could not wake up an get the airport l.Its beyond my understanding to comprehend how this could happen.",2023-01-07
"I had the worst experience flying through United. I had traveled all day; and upon getting my bag from baggage claims, my bag was damaged. I reported this to customer services through United they gave me this bs that I should have reported within 24 hours for them to cover the cost. I will never fly United again!",2023-01-06
"This airline should be downgraded to a “budget airline.”  Its policy of not allowing you to check in online on a basic economy ticket is the dumbest thing an airline has thought of.  I’ve had so many bad experiences with United over the years, but this last trip was so bad I had to give it the rating it deserves.",2023-01-07
"Habe noch nie im Leben so einen schlechten Kundenservice erleben dürfen, das die sich überhaupt Service nennen dürfen! Wer wartet freiwillig 8 Wochen auf eine Antwort? Erst über 3 Stunden an meinem Endziel angekommen und nun bekomme ich keine Infos wie es weiter geht, bereits mehrere Mail geschrieben ohne Antwort.",2023-01-03
"The absolute worst!!! The price of my ticket kept going down and every time they charge $50 to get the price adjustment!!!! Right after 30 days, the flight went down $200 and they would not allow me to pay the $50 again to get the tickets for $200 less! Rude customer service! Chose another airline! United is awful!!",2023-01-06
"Might as well not have a chatbot. Doesn't work half the time, and when you can get connected with someone, expect to wait several minutes between responses. Calling the 800 number was even less helpful in my case. Was trying to ask a simple question which should've taken 5 minutes. Took 3 hours and still not resolved.",2023-01-03
"First and last time with united.  how come.  Flight to Detroit stayed 8 hours in chicago, canceled 4 flights.  Return flight again from Detroit to Chicago canceled, both times fewer passengers.  in the end I have to fly to Washington and then not with the same class that I reserved.  Nightmare, never again, this society",2023-01-08
Every single United flight I’ve ever taken has been delayed. Every time that has resulted in missed connections. This airline may as well be a scam with their lack of being able to provide the service that United travelers pay for and not providing refunds for missed legs caused by their inability to operate efficiently.,2023-01-05
Our trip from San Francisco to Vancouver was delayed because of a computer problem with he airplane. This delay mushroomed as we missed connecting flights and an important meeting. My heart is not healthy and the stress this caused was very uncomfortable.  I sent a complaint to United and didn't even hear back from them.,2023-01-05
"United has improved significantly over the past couple of years. I am a very frequent traveler and note that there are fewer delays , improvements to United Clubs and improvements to benefits. During my recent trip the crew was outstanding. This is becoming more of a norm and that is not true of some of thier competitors.",2023-01-06
Failed to have gluten-free meal available after requesting it in the app. Carzy fees for oversized bags. On the return flight the stewardesses kept bumping my shoulder in the isle seat. I was seated next to a larger person and only had the isle arm rest. I couldn't understand why after the 2nd time they couldn't maneuver better.,2023-01-07
"Essen von zu Hause mitbringen bitteNovember 202211 Stunde Flug, 1 Mahlzeit direkt nach dem Abflug, dann 1 kleine Packung Snack und das was.man konnte sogar nichts bestellen und selber zahlen da die Hostess sagte als ich eine bowl bestellen wollte ""i m sorry we don't have something like that "" bringt ihr essen von zu Hause bitte.",2023-01-08
Never experienced anything like the disgraceful “customer service” at united airlines. I am literally told on my face “sorry not my issue” when I’m asking someone to assist me with self service check in by a representative who’s only job is to assist people with check in. No words.. hopefully don’t have to ever use this airline again,2023-01-03
"Wir sind mit der United Airlines zum ersten Mal am 10.12.22 von Frankfurt nach Chicago geflogen. American Airlines, Lufthansa, Avianca, Eurowings, Ryanair, TUI etc. kennen wir bereits. Allerdings waren wir vom Service der United sehr positiv überrascht. Besonders das Essen hat extrem gut geschmeckt. Der Kaffee der Marke Illy genauso.",2023-01-07
Wat een schijt bedrijf!! Kom je te laat voor mijn afspraak! de vrouw achter de balie geeft er geen f*ck om en wil me niet eens te woord staan. Ze neemt de telefoon tussen door op of ga andere mensen helpen. Heb een normaal gesprek proberen te voeren maar dit gaat gewoon niet Mijn vlucht was van newark Amerika naar Amsterdam Nederland.,2023-01-05
"The company canceled the first leg of our flight, and rebooked all the connecting flughta to another day without our confirmation. We could have driven instead of the first canceled flight, and reached out to them immediately. But they have already given our seats away and were forced to waste a day without any compensation. Very bad rebooking experience",2023-01-04
"The staff is incredibly untrained. They lack the basic skills of a skilled labor. I asked them if i missed boarding, the staff told me i still have time. We figured out that the staff randomly gives answers to people. Some of the answers are not only untrue, but also misleading. My flight of 15 hours became a flight of 30 hours. Stay away at all costs!!!",2023-01-07
Delayed for two days now and still waiting. The worst flight experience I’ve ever had in my life and they refuse to compensate me back for the ticket. Terrible customer service. Worst customer service I’ve EVER had. It wins a lot of #1 worst awards for me. All around the most terrible company I’ve ever dealt with. Garbage airline and needs to be shut down,2023-01-05
"“Fully refundable tickets” are not fully refundable. A 100 USD refund fee is charged. Before buying the ticket, I even called to ensure that there would be no fee. Now they didn’t even apologise for having given what they call “inaccurate” information. Also, it is incredibly difficult to find anything about this fee on their website or during purchase flow.",2023-01-04
"Pris pour 2 vols intérieurs aux US. Le personnel au sol désagréable au possible, n’est d’aucune aide et pas aimable. L’avion est vieux, pas forcément d’écran ou alors fonctionnant mal, les prises USB ne fonctionnent pas et mon accoudoir côté couloir était sur le point de se décrocher et les dossiers de certains sièges tombaient en lambeaux. Franchement à fuir.",2023-01-03
Extremely rude and unprofessional! I bought seat 9A on flight 2239 (IAH to SFO) on Nov 14th! And when I was on board they changed my seat to a middle seat! And when I asked for refund they said if you want refund I have to go to the back and put me between two very large people even tho they had free seats somewhere else! They behavior was so disgusting and rude!,2023-01-08
Delayed luggage on the 8th May 2022 - claim for expenses agreed on 14th December!! Still waiting for my money 31st Jan 2023. Was told it could be up to 45 days and when chased today was told due to the number of claims being handled - ie all the screw ups they continue to make - it could be 60 days. I live in hope. Shocking service and will never fly with UA again.,2023-01-07
"Ich habe schon oft United Airlines für Überseeflüge benutzt und kann nur bestätigen, dass immer alles bestens und tadellos funktioniert hat. Auch musste ich schon öfter den Kundenservice für Umbuchungen kontaktieren, was jedesmal unkompliziert und sehr freundlich abgelaufen ist. Ich kann diese Fluglinie aufgrund meiner Erfahrungen mit gutem Gewissen weiterempfehlen.",2023-01-07
"Ich habe mein Gepäck 5 Tage nach Ankunft erhalten und wir mussten den Urlaub komplett umplanen da wir eigentlich ein Road Trip geplant hatten, ich mein Gepäck dann aber nie erhalten hätte. Zusätzlich zu den Umbuchungsgebühren und den versauten Urkaub musste ich 400$ investieren für Kleidung, Hygieneartikel und co und habe keinen Cent von der Fluggesellschaft erhalten.",2023-01-03
Was für ein Witz! Wegen einer verspätung sollte meine Mutter eine Nacht in Chicago bleiben aber auf EIGENE Kosten. weder eine entschädigung oder gutmachung bekommen selbst auf nachfrage. Gab natürlich auch keine Infos vorher sondern erst am flughafen. Mitarbeiter waren auch unfreundlich. Will jetzt nicht unbedingt die rassisten karte ziehen aber hat sich so angefühlt.,2023-01-07
"Had a call with customer service today and I inquired about traveling with wedding attire. I spoke with the kindest representative, Jamie. He was knowledgeable and patient with my questions. After making sure I felt comfortable with travel arrangements, he offered upgraded seats as a ""wedding gift"" to us. We truly appreciate the gesture and awesome service. Thank you!",2023-01-07
"$375 to upgrade to what I thought was premium economy, but was just some bs seat with 4” more leg room. No tv’s on the seat for a 6 1/2 hour flight from LAX to Honolulu and told to pay for WI-FI, but it didn’t work over the Pacific. Great.  No movies, no entertainment. No food except for the 1” square fruit “bar” or a handful of trail mix. MOST GHETTO AIRLINE IN THE SKIES",2023-01-01
"Solved our nightmare problems within 5 minutes of speaking to them, when the 3rd party booking provider couldn't solve them for over a month and with 10+ calls.I was just so impressed with how efficient the service was, and my wife and I now have a HUGE weight lifted off our shoulders for our flight back home to Australia from the UK. I'm now a lifetime fan of United Airlines",2023-01-08
"I cannot be constructive about United Airlines, they are an absolute and utter debacle, a disgrace to the Airline Industry, How on earth they can justify promoting their service as quality is beyond me. Completely dismissed my genuine and evidential complaint.I would rather row a boat over the Atlantic then use this Airline again. A very poor excuse for a transportation provider.",2023-01-02
This airline company it’s a joke their customer service is so poor they give wrong information  they absolutely have no customers service whatsoever very very disappointing it’s been 2 weeks since I contacted United Airlines customer care and no one even bothered to respond I will never use them again if anyone is booking flights with them please don’t you will be so disappointed,2023-01-08
"I bought a united airline ticket (basic economy) and they canceled my flight.  This is Dec 25 Christmas. After hours on the phone, I found a flight that night but they would NOT book it for me as it was economy, not the basic economy. The same seat as you know but they will not secure it so I have to wait till the 27th to fly out! Thanks, United for ruining my family's Christmas!!",2023-01-07
"This airline is literally the worst. They canceled our flight to Seattle. Because the flight was domestic they will not give people their bags. I watched honeymoons get ruined. Cruses get ruined, and my bag with a firearm is going to take a ride to Seattle for nothing. And then need to be flown home. The staff is unsympathetic. They are all fat. Nasty attitudes. Fly any other airline.",2023-01-03
"We were at the airport @ 2:30 for a 3:30 flight. We were issued $20 dinner coupons that didn’t work. They ran us up & down B concourse giving us 6 different gates.  Now it’s 11:03PM , 7 1/2  hours late and finally boarding.   For a 3 1/2 hour flight.  Not acceptable performance. You would expect this from a startup airline. It’s a good thing next time I will remember that we have choices.",2023-01-06
"Ein Stern ist noch zu viel! Aus 3 Reisetagen wurden 5, völlig inkompetentes Personal, man bekommt keinerlei Informationen. Flug wurde 5h lang verschoben, da die Airline Essen im Flieger vergammeln ließ und mitten in der Nacht dann doch noch gecancelt. Wir sind das erste und letzte Mal mit United Airlines geflogen! Hinflug war bereits eine Katastrophe, doch der Rückflug toppt noch mal alles.",2023-01-05
"Terrible airline - poor time planning for connecting flights (you have to check out, go through security and check in again + security) they expect you to do that in 1hr 30mins 😂 when I asked to skip a flight (I wanted to drive to Houston instead of risking the connection) they tried to change me an extra £128 for the pleasure!Really poor airline - just pay the extra for someone a bit better",2023-01-07
"They refused to give us our money back when US Covid entry requirement charged. Our £500 flight credit is worth £300 due to ‘exchange rate’ when we tried to use the credit.Their target market is business travellers, so they aren’t interested in customer service for holiday makers. I’m really surprised how the regulator don’t track for their appalling fraudulent business activity. AVOLID AT ALL COST.",2023-01-07
Flights were late into Newark with United (their fault) do we missed connecting flight to London. No one from United around to help so had to go to baggage services ? Queued for 2 Hrs only got help after complaining it’s now 1am with 2 kids. Couldn’t provide hotel at airport so agreed we’d be compensated it we booked and paid ourselves. Now won’t pay compensation for the hotel. Awful customer service,2023-01-03
"Uitstekende service, vriendelijk personeel en met een overstap die maar 45 minuten duurde na delay bij de continentale vlucht deed United er alles aan.om de intercontinentale te halen en dat lukte prima. Eten en drinken was goede kwaliteit en ruimschoots. Hier kan KLM nog veel van leren. En het personeel was betrokken, persoonlijk en zeer beleefd. Echt gewoon een goede ervaring op heen- en terugreis.",2023-01-05
"My Wife and I just had the wonderful service experience from United Airlines Staff and all concerned on our recent trip from Sydney, Australia to San Francisco. We were travelling home to Canada and I must your friendly cabin employees made this long flight a pleasure in every way!  I thank you for the pleasure we received from your very comfortable Airline. Michael & Margaret ReidCalgary, Alberta, Canada",2023-01-07
"United airlines hat meinen Flug storniert während der Pandemie. Die Fluglinie hat nicht das Geld zurückgegeben, sondern eine Gutschrift. Andere Fluglinien haben mir das Geld zurückgegeben: British Airways und KLM. Ich wollte die Gutschrift einlösen und die gleiche Strecke fliegen nur in die Umgekehrte Richtung. Das war nicht möglich. Ich habe meine Gutschrift verloren. Sie sind überhaupt nicht Engegenkommend.",2023-01-05
"Luggage was delayed for 5 nights 31/07/22. I have emailed, called, filled in customer care forms but still no outcome or compensation. They told me so many lies, it took hours online and in calls just to locate it and now they aren’t paying for what we needed. It’s impossible to speak to someone in person too. Aware lost baggage isn’t entirely their fault but the service and help since has been horrendous. ☹️",2023-01-08
"My recent flight with United Airlines was impressive from start to finish. Their user-friendly website and app streamlined check-in and provided real-time updates. Boarding was efficient, and the attentive cabin crew made the journey comfortable. The diverse inflight entertainment and cleanliness measures added to the positive experience. I'd highly recommend United Airlines for a hassle-free and enjoyable trip.",2023-01-03
Surprisingly I’d say United flight attendants are the nicest in the ski now.  They used to be pretty nasty.  It is surprising the number of errors that I get when trying to buy tickets.  Recently I used the fare lock a few times.  In each instance my card was charged but the fare lock didn’t get added to my account and I lost the tickets.  Super annoying that a company of UALs size has check out issues like this.,2023-01-07
Worst airline I've been on.Delayed 3 and a half hours so missed my connection and had to pay for a new ticket to get back home.Food was disgusting and the girl next to me took one bite and left it alone.One of the window shades wouldn't go down so a flight attendant out a piece of cardboard over it.Charming.Lots of other little issues too but I'll never use them again when there's no recompense for missed flights.,2023-01-05
"Une honte! Sur 3 vols vous nous avez séparés 3 fois ma famille et moi. Je n’ai pas pu m’asseoir à côté de mon bébé car aucun passager n’a souhaité changer de place et ce, pendant 9h. Par ailleurs, quand on explique la situation à vos hôtesses elle nous explique que nous sommes en classe économique. And so what? Nous ne sommes pas du bétail. Quand on exprime notre mécontentent on menace de nous débarquer. Shame on you!",2023-01-07
"Lazy and rude flight attendant from UA1095 Denver-Francisco route on 11/28/22. Flight attendant Asian male with gray hair came to collect the trash and all he wanted was to pick up few trashes and move on. He refused to accept more trashes, he walked away very rudely. When he came to collect again, he walked so fast that no one  can give him the trash. I even noticed when he did other duties, he looked lazy and grouchy.",2023-01-07
"À fuir, nous étions à l'heure pour embarquer pour Cuba, certes pas longtemps avant la fin, mais on nous a refusé, l'avion est resté 20 minutes devant nous... Nous avions largement le temps de monter. La personne qui nous a enregistré a mis 1000 ans à remplir ses documents, d'une lenteur de l'extrême !! On a en plus du payer pour être à côté dans l'avion mon mari et moi. Ils sont d'une impolitesse sérieusement passez votre tour !!",2023-01-06
"Openly racist. Refusing to speak to a logical question(s)…without provocation. Referring to passengers as “white boy”Refusing to do basics requests such as rebooking a flight. Intentionally refusing to print boarding passes, knowing the time was short to make the still boarding flight-causing passengers to miss flights. I called the 1800 number as well and they refused this as even a possibility. I  have a video of this on YouTube.",2023-01-04
"Als ich Wasser bestellen wollte verstand mich die Stwardess nicht. Sie bot mir Vodka an, ich sagte sofort nein und nannte das Wort ""Wasser"" auf verschiedenen Sprachen (Water, Aqua etc.). Trotz allem bot sie mir weiterhin Vodka an. Erst nachdem eine andere Stewardess dazu kam bekam ich mein gewünschtes Wasser. Finde es schwierig wenn Leute eingestellt werden, welche der Sprache nicht mächtig sind. Leider keine gute Erfahrung gemacht!",2023-01-05
"My direct flight from london to EWR was cancelled, I was informed when I reached the airport and was put in a flight via Washington. In Washington the connecting flight got cancelled and we were left alone to figure out a way to go to EWR. Never ever have I experienced such major issues with airlines. I have health issues and this has taken a much greater toll on my health. Never ever am I going to use this airlines. V v disappointed",2023-01-06
"I am 1k With United and was 1st class.I was a few minutes late to my gate that was still boarding.  I got in line with the others. Some behind me and some in front of me. for no reason I was told they gave my seat away. As I watched economy folks board the plane. Then the gate agent lied to me in my face and said the door was closed when I arrived.However, I videoed other boarding. Then she said she could rebook my flight and she left.",2023-01-07
